GESTION|MES|Departamento|NANDINA|des_nandina|des_Pais|des_Medio_Sal|des_Via_Sal|CUCIR3|GCE|CIIU3|CODACT|TNT|Peso_Bruto_Kg|Peso_Neto_Kg|Valor_FOB_Sus
2021|1|2|4202310000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|ESTADOS UNIDOS|AEREA|AEREA|8319|620|1912|D10|15|132|125|8316
2021|1|2|4202320000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|ESTADOS UNIDOS|AEREA|AEREA|8319|620|1912|D10|15|71|67|7699
2021|1|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|CHINA|AEREA|AEREA|8319|620|1912|D10|15|272|209|3146
2021|1|2|4819100000|CAJAS DE PAPEL O CARTON CORRUGADO|ESTADOS UNIDOS|AEREA|AEREA|6421|220|2102|D14|34|52|52|90
2021|1|2|4819200000|CAJAS Y CARTONAJES,PLEGABLES,DE PAPEL O CARTON SIN CORRUGAR|PERU|AEREA|AEREA|6421|220|2102|D14|34|1|1|10
2021|1|3|4901999000|LOS DEMAS  LIBROS, FOLLETOS E IMPRESOS SIMILARES, INCLUSO EN HOJAS SUELTAS|ESTADOS UNIDOS|AEREA|AEREA|8921|630|2211|D29|34|671|671|3000
2021|1|2|5105391000|LOS DEMAS PELO FINO CARDADO O PEINADO: DE ALPACA O DE LLAMA|ITALIA|AEREA|AEREA|2687|220|1711|D9|34|184|184|3226
2021|1|2|5109100000|HILADOS DE LANA O PELO FINO,CON UN CONTENIDO DE LANA O DE PELO FINO SUPERIOR O IGUAL AL 85% EN PESO,ACONDICIONADA PARA LA VENTA AL POR MENOR|CANADA|AEREA|AEREA|6511|630|1711|D9|34|484|394|9259
2021|1|2|5808900000|LOS DEMAS,ARTICULOS DE PASAMANERIA Y ARTICULOS ORNAMENTALES ANALOGOS,EN PIEZA,SIN BORDAR;BELLOTAS,MADRO?OS,POMPONES,BORLAS Y ARTICULOS SIMILARES,EXCEPTO LOS DE PUNTO|DINAMARCA|AEREA|AEREA|6563|220|1729|D9|34|28|24|8000
2021|1|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ESTADOS UNIDOS|AEREA|AEREA|8441|620|1810|D11|34|23|21|1836
2021|1|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|CANADA|AEREA|AEREA|8453|620|1730|D9|34|23|21|1485
2021|1|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|113|109|11413
2021|1|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|ESTADOS UNIDOS|AEREA|AEREA|8453|620|1730|D9|34|50|46|4122
2021|1|2|6110192000|LOS DEMAS CHALECOS DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|5|5|644
2021|1|2|6110193000|LOS DEMAS CARDIGANES DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|4|4|465
2021|1|2|6110201000|SUETERES DE ALGODON|JAPON|AEREA|AEREA|8453|620|1730|D9|34|5|4|1080
2021|1|2|6110201000|SUETERES DE ALGODON|SUIZA|AEREA|AEREA|8453|620|1730|D9|34|4|4|900
2021|1|2|6115940000|LAS DEMAS CALZAS, PANTY -MEDIAS, LEOTARDOS, MEDIAS, CALCETINES Y DEMAS ARTICULOS DE CALCETERIA DE LANA O PELO FINO|ESTADOS UNIDOS|AEREA|AEREA|8462|630|1730|D9|34|8|7|1140
2021|1|2|6116910000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|ESTADOS UNIDOS|AEREA|AEREA|8469|630|1810|D11|34|22|22|450
2021|1|2|6302109000|LAS DEMAS ROPAS DE CAMA,DE PUNTO|DINAMARCA|AEREA|AEREA|6584|620|1721|D9|34|101|78|7105
2021|1|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|DINAMARCA|AEREA|AEREA|8484|620|1810|D11|34|33|28|6272
2021|1|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ESTADOS UNIDOS|AEREA|AEREA|8484|620|1810|D11|34|14|12|1615
2021|1|5|7106911000|PLATA (INCLUIDA LA PLATA DORADA Y LA PLATINADA) EN BRUTO SIN ALEAR|BRASIL.|AEREA|AEREA|6811|220|2720|D23|8|1288|1222|1022702
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|286|242|13354501
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|166|141|7977195
2021|1|3|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|1|1|21142
2021|1|4|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|6|6|118562
2021|1|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|3|3|165668
2021|1|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|42|36|2060742
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|60|50|2825290
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|21|17|984312
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|1827|1585|88193869
2021|1|3|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|41|33|1783788
2021|1|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|12|10|572260
2021|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|241|201|11415495
2021|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|403|340|19160749
2021|1|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|0|0|22560
2021|1|2|7113110000|ARTICULOS DE JOYERIA DE PLATA,INCLUSO REVESTIDA O CHAPADA DE OTRO METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D33|34|0|0|316
2021|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D27|20|46|34|1000789
2021|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|3|1|31711
2021|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ITALIA|AEREA|AEREA|8973|610|3691|D27|20|348|321|14319730
2021|1|2|7612909000|LOS DEMAS DEPOSITOS,BARRILES Y RECIP.SIMIL.DE ALUMINIO PARA CUALQUIER MATERIA (EXCEPTO GAS COMPRIMIDO O LICUADO),DE CAP.INF.O IGUAL A 300 L,SIN DISPOSITIVOS MECANICOS NI TERMICOS|CHILE|AEREA|AEREA|6924|410|2899|D24|34|80|68|2867
2021|1|2|8003001000|BARRAS Y ALAMBRES DE ESTAÑO ALEADO,PARA SOLDADURA|COLOMBIA|AEREA|AEREA|6872|220|2720|D17|2|223|200|4499
2021|1|2|8311900000|LOS DEMAS,TUBOS,PLACAS,ELECTRODOS Y ART.SIMIL.D/METAL COMUN O CARBURO METALICO,RECUBIERTOS O RELLENOS DE DECAPANTES O DE FUNDENTES PARA SOLDADURA O DEPOSITO DE METAL O CARBURO METALICO,INCL.SUS PARTES|COLOMBIA|AEREA|AEREA|6995|220|2899|D24|34|160|135|2814
2021|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|TAIWAN|AEREA|AEREA|0711|111|0113|A2|10|200|188|9592
2021|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|MALASIA|AEREA|AEREA|0711|111|0113|A2|10|154|147|6316
2021|2|2|0901900000|LOS DEMAS,SUCEDANEOS DEL CAFE QUE CONTENGAN CAFE EN CUALQUIER PROPORCION|SUIZA|AEREA|AEREA|0711|111|0113|A11|34|219|200|800
2021|2|3|1209290000|LAS DEMAS SEMILLAS FORRAJERAS,EXCEPTO LAS DE REMOLACHA,PARA SIEMBRA|MEXICO|AEREA|AEREA|2925|210|0111|A11|34|407|400|9200
2021|2|2|1212991000|CAÑA DE AZUCAR|MEXICO|AEREA|AEREA|0548|111|1513|A11|34|43|40|215
2021|2|3|3603001000|MECHAS DE SEGURIDAD|ESPAÑA|AEREA|AEREA|5932|220|2429|D16|34|2394|2226|52225
2021|2|3|3603001000|MECHAS DE SEGURIDAD|ESTADOS UNIDOS|AEREA|AEREA|5932|220|2429|D16|34|2875|2750|25950
2021|2|2|3924900000|LOS DEMAS ARTICULOS DE USO DOMESTICO Y ARTICULOS DE HIGIENE O DE TOCADOR,DE PLASTICO|REINO UNIDO|AEREA|AEREA|8933|620|2520|D29|34|3|3|12
2021|2|2|4202111000|BAULES,MALETAS Y MALETINES,INCLUIDOS LOS DE ASEO;CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|CHILE|AEREA|AEREA|8312|620|1912|D10|15|20|20|40
2021|2|2|4202210000|BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|FRANCIA|AEREA|AEREA|8311|620|1912|D10|15|18|18|1351
2021|2|2|4202210000|BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8311|620|1912|D10|15|569|491|7680
2021|2|2|4202220000|BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|DINAMARCA|AEREA|AEREA|8311|620|1912|D10|15|4|4|1221
2021|2|2|4202220000|BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|FRANCIA|AEREA|AEREA|8311|620|1912|D10|15|12|12|91
2021|2|2|4202310000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|FRANCIA|AEREA|AEREA|8319|620|1912|D10|15|2|2|144
2021|2|2|4202310000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|15|761|701|11046
2021|2|2|4202320000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|FRANCIA|AEREA|AEREA|8319|620|1912|D10|15|25|24|341
2021|2|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|FRANCIA|AEREA|AEREA|8319|620|1912|D10|15|667|629|22387
2021|2|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|15|496|396|6300
2021|2|2|4202991000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,DE CUERO NATURAL,REGENERADO,CHAROLADO,HOJAS DE PLASTICO,MATERIA TEXTIL,FIBRA VULCANIZADA O CARTON|FRANCIA|AEREA|AEREA|8319|620|1912|D10|15|15|15|530
2021|2|2|4203300000|CINTOS,CINTURONES Y BANDOLERAS DE CUERO NATURAL O CUERO REGENERADO|FRANCIA|AEREA|AEREA|8481|620|1810|D10|15|15|15|206
2021|2|2|4421999000|LAS DEMAS MANUFACTURAS DE MADERA|CHILE|AEREA|AEREA|6359|220|2029|D13|16|135|135|275
2021|2|2|4902909090|LOS DEMAS,  DIARIOS Y PUBLICACIONES PERIODICAS, IMPRESOS, INLCUSO ILUSTRADOS O CON PUBLICIDAD|ESTADOS UNIDOS|AEREA|AEREA|8922|630|2212|D29|34|71|71|30
2021|2|2|4904000000|MUSICA MANUSCRITA O IMPRESA,INCLUSO CON ILUSTRACIONES O ENCUADERNADA|REINO UNIDO|AEREA|AEREA|8928|620|2211|D29|34|1|1|3
2021|2|2|5109100000|HILADOS DE LANA O PELO FINO,CON UN CONTENIDO DE LANA O DE PELO FINO SUPERIOR O IGUAL AL 85% EN PESO,ACONDICIONADA PARA LA VENTA AL POR MENOR|DINAMARCA|AEREA|AEREA|6511|630|1711|D9|34|161|133|4903
2021|2|2|5808900000|LOS DEMAS,ARTICULOS DE PASAMANERIA Y ARTICULOS ORNAMENTALES ANALOGOS,EN PIEZA,SIN BORDAR;BELLOTAS,MADRO?OS,POMPONES,BORLAS Y ARTICULOS SIMILARES,EXCEPTO LOS DE PUNTO|DINAMARCA|AEREA|AEREA|6563|220|1729|D9|34|37|35|10000
2021|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ALEMANIA|AEREA|AEREA|8441|620|1810|D11|34|11|11|125
2021|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|CHILE|AEREA|AEREA|8441|620|1810|D11|34|166|163|1430
2021|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|PAISES BAJOS|AEREA|AEREA|8441|620|1810|D11|34|4|4|1812
2021|2|2|6104510000|FALDAS Y FALDAS PANTALON,DE LANA O DE PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS|ALEMANIA|AEREA|AEREA|8442|620|1810|D11|34|5|5|310
2021|2|2|6109100000|T-SHIRTS Y CAMISETAS DE ALGODON,DE PUNTO|ESTADOS UNIDOS|AEREA|AEREA|8454|630|1730|D9|34|96|96|270
2021|2|2|6110112000|CHALECOS DE LANA|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|3|3|36
2021|2|2|6110112000|CHALECOS DE LANA|PAISES BAJOS|AEREA|AEREA|8453|620|1730|D9|34|4|4|80
2021|2|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|23|22|721
2021|2|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|45|41|5320
2021|2|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|PAISES BAJOS|AEREA|AEREA|8453|620|1730|D9|34|24|22|4380
2021|2|2|6110192000|LOS DEMAS CHALECOS DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|114|103|7777
2021|2|2|6110193000|LOS DEMAS CARDIGANES DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|32|30|2740
2021|2|2|6110193000|LOS DEMAS CARDIGANES DE PELO FINO|PAISES BAJOS|AEREA|AEREA|8453|620|1730|D9|34|8|7|1083
2021|2|2|6110201000|SUETERES DE ALGODON|ESTADOS UNIDOS|AEREA|AEREA|8453|620|1730|D9|34|60|60|170
2021|2|2|6116910000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|ALEMANIA|AEREA|AEREA|8469|630|1810|D11|34|12|12|194
2021|2|2|6116910000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|FRANCIA|AEREA|AEREA|8469|630|1810|D11|34|30|29|2574
2021|2|2|6116910000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|PAISES BAJOS|AEREA|AEREA|8469|630|1810|D11|34|12|11|1020
2021|2|2|6116920000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE ALGODON,DE PUNTO|ESTADOS UNIDOS|AEREA|AEREA|8469|630|1810|D11|34|0|0|1
2021|2|2|6117100000|CHALES,PAÑUELOS DE CUELLO,BUFANDAS,MANTILLAS,VELOS Y ARTICULOS SIMILARES DE PUNTO|ALEMANIA|AEREA|AEREA|8469|620|1810|D11|34|92|87|4978
2021|2|2|6117100000|CHALES,PAÑUELOS DE CUELLO,BUFANDAS,MANTILLAS,VELOS Y ARTICULOS SIMILARES DE PUNTO|PAISES BAJOS|AEREA|AEREA|8469|620|1810|D11|34|4|4|207
2021|2|2|6117909000|LOS DEMAS PARTES DE PRENDAS O DE COMPLEMENTOS (ACCESORIOS) DE VESTIR,DE PUNTO|DINAMARCA|AEREA|AEREA|8469|620|1810|D11|34|27|23|105
2021|2|2|6204430000|VESTIDOS DE FIBRAS SINTETICAS PARA MUJERES O NIÑAS|ESTADOS UNIDOS|AEREA|AEREA|8424|620|1810|D11|34|26|26|72
2021|2|2|6204620000|PANTALONES LARGOS,PANTALONES CON PETO,PANTALONES CORTOS (CALZONES) Y "SHORTS" DE ALGODON,PARA MUJERES O NIÑAS|ESTADOS UNIDOS|AEREA|AEREA|8426|620|1810|D11|34|85|85|240
2021|2|2|6204630000|PANTALONES LARGOS,PANTALONES CON PETO,PANTALONES CORTOS (CALZONES) Y "SHORTS" DE FIBRAS SINTETICAS,PARA MUJERES O NIÑAS|ESTADOS UNIDOS|AEREA|AEREA|8426|620|1810|D11|34|78|78|220
2021|2|2|6301201000|MANTAS,DE LANA (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|93|83|480
2021|2|2|6301201000|MANTAS,DE LANA (EXCEPTO LAS ELECTRICAS)|REINO UNIDO|AEREA|AEREA|6583|620|1721|D9|34|7|6|63
2021|2|2|6301209000|LAS DEMAS MANTAS DE LANA O PELO FINO (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|188|182|5350
2021|2|2|6301300000|MANTAS DE ALGODON (EXCEPTO LAS ELECTRICAS)|ESTADOS UNIDOS|AEREA|AEREA|6583|620|1721|D9|34|145|138|550
2021|2|2|6302109000|LAS DEMAS ROPAS DE CAMA,DE PUNTO|DINAMARCA|AEREA|AEREA|6584|620|1721|D9|34|18|15|1506
2021|2|2|6302530000|LAS DEMAS ROPAS DE MESA DE FIBRAS SINTETICAS O ARTIFICIALES|FRANCIA|AEREA|AEREA|6584|620|1721|D9|34|16|16|871
2021|2|2|6405900000|LOS DEMAS CALZADOS|FRANCIA|AEREA|AEREA|8517|620|1920|D12|34|18|18|652
2021|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ALEMANIA|AEREA|AEREA|8484|620|1810|D11|34|15|15|263
2021|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ESTADOS UNIDOS|AEREA|AEREA|8484|620|1810|D11|34|2|2|6
2021|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|PAISES BAJOS|AEREA|AEREA|8484|620|1810|D11|34|33|31|2829
2021|2|2|7009920000|LOS DEMAS ESPEJOS DE VIDRIO ENMARCADOS|CHILE|AEREA|AEREA|6648|220|2610|D29|34|59|59|120
2021|2|5|7106911000|PLATA (INCLUIDA LA PLATA DORADA Y LA PLATINADA) EN BRUTO SIN ALEAR|BRASIL.|AEREA|AEREA|6811|220|2720|D23|8|1225|1156|992985
2021|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|44|37|2035652
2021|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|405|360|19538742
2021|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|115|95|5324774
2021|2|4|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|24|21|1128049
2021|2|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|7|6|346507
2021|2|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|17|14|808628
2021|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|79|68|3738452
2021|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|2366|2101|113884203
2021|2|3|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|72|58|2909674
