GESTION|MES|Departamento|NANDINA|des_nandina|des_Pais|des_Medio_Sal|des_Via_Sal|CUCIR3|GCE|CIIU3|CODACT|TNT|Peso_Bruto_Kg|Peso_Neto_Kg|Valor_FOB_Sus
2023|1|2|4112000000|CUEROS PREPARADOS DESPUES DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14.|CHILE|AEREA|AEREA|6115|220|1911|D10|15|329|318|21487
2023|1|2|4202220000|BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|DINAMARCA|AEREA|AEREA|8311|620|1912|D10|15|105|97|22981
2023|1|2|5108200090|LOS DEMAS HILADOS DE PELO FINO PEINADO, SIN ACONDICIONAR PARA LA VENTA AL POR MENOR|JAPON|AEREA|AEREA|6511|220|1711|D9|34|279|244|7877
2023|1|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ECUADOR|AEREA|AEREA|8441|620|1810|D11|34|7|6|970
2023|1|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|ECUADOR|AEREA|AEREA|8453|620|1730|D9|34|33|31|3434
2023|1|2|6110192090|LOS DEMAS CHALECOS, DE PUNTO, DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|35|33|3283
2023|1|2|6110199090|LOS DEMAS PULOVERES Y ARTICULOS SIMILARES, DE PUNTO DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|334|308|32928
2023|1|2|6114909000|LAS DEMAS PRENDAS DE VESTIR DE LAS DEMAS MATERIAS TEXTILES|ESPAÑA|AEREA|AEREA|8459|620|1810|D11|34|132|132|400
2023|1|2|6114909000|LAS DEMAS PRENDAS DE VESTIR DE LAS DEMAS MATERIAS TEXTILES|ESTADOS UNIDOS|AEREA|AEREA|8459|620|1810|D11|34|70|70|238
2023|1|2|6115210000|LAS DEMAS CALZAS, PANTY- MEDIAS Y LEOTARDOS DE FIBRAS SINTETICAS DE TITULO INFERIOR A 67 DECITEX POR HILO SENCILLO|ESTADOS UNIDOS|AEREA|AEREA|8462|630|1730|D9|34|768|690|27099
2023|1|2|6116990000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO|ESTADOS UNIDOS|AEREA|AEREA|8469|630|1810|D11|34|142|134|1140
2023|1|2|6214200090|LOS DEMAS CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS Y ARTICULOS SIMILARES, DE LANA O PELO FINO|ESTADOS UNIDOS|AEREA|AEREA|8461|630|1810|D11|34|20|20|704
2023|1|2|6501000000|CASCOS SIN FORMA NI ACABADO,PLATOS (DISCOS) Y CILINDROS AUNQUE ESTEN CORTADOS EN EL SENTIDO DE LA ALTURA,DE FIELTRO,PARA SOMBREROS|CHILE|AEREA|AEREA|6576|220|1810|D11|34|85|85|1350
2023|1|2|6505002000|SOMBREROS Y DEMAS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.|CHILE|AEREA|AEREA|8484|620|1810|D11|34|506|501|5664
2023|1|2|6813810000|GUARNICIONES PARA FRENOS QUE NO CONTENGAN AMIANTO (ASBESTO)|ESTADOS UNIDOS|AEREA|AEREA|6638|220|2699|D29|34|4770|4726|42056
2023|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|2020|1921|104724970
2023|1|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|2|2|82242
2023|1|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|542|510|27516397
2023|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|221|211|11474691
2023|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|4|1|53631
2023|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|1161|1103|59250902
2023|1|4|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|58|53|2947864
2023|1|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|11|10|544873
2023|1|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|741|701|38159242
2023|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|171|162|8698520
2023|1|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|46|42|2315971
2023|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|8|8|387813
2023|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|231|221|10808576
2023|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|83|80|4318105
2023|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D27|20|36|27|810529
2023|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|1|1|18000
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|ARGENTINA|AEREA|AEREA|0711|111|0113|A2|10|3893|3860|43085
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|COREA (SUR). REPUBLICA DE|AEREA|AEREA|0711|111|0113|A2|10|104|100|4409
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|ESTADOS UNIDOS|AEREA|AEREA|0711|111|0113|A2|10|2348|2340|35092
2023|2|8|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|ESTADOS UNIDOS|AEREA|AEREA|0711|111|0113|A2|10|987|960|14655
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|FRANCIA|AEREA|AEREA|0711|111|0113|A2|10|75|72|1190
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|HONG KONG|AEREA|AEREA|0711|111|0113|A2|10|22|20|661
2023|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|MALASIA|AEREA|AEREA|0711|111|0113|A2|10|496|480|14550
2023|2|2|1102909000|LAS DEMAS HARINAS DE CEREALES, EXCEPTO DE TRIGO O DE MORCAJO (TRANQUILLON)|TAILANDIA|AEREA|AEREA|0471|121|1531|D6|34|563|500|1789
2023|2|2|1212991000|CAÑA DE AZUCAR|BRASIL.|AEREA|AEREA|0548|111|1513|A11|34|1007|940|29462
2023|2|2|2621900000|LAS DEMAS ESCORIAS Y CENIZAS, INCLUIDAS LAS CENIZAS DE ALGAS|ESTADOS UNIDOS|AEREA|AEREA|2786|210|1429|C11|30|1045|1045|1045
2023|2|2|3004902900|LOS DEMAS MEDICAMENTOS PARA USO HUMANO|PERU|AEREA|AEREA|5429|630|2423|D29|34|247|203|61359
2023|2|2|3305900000|LAS DEMAS PREPARACIONES CAPILARES|COLOMBIA|AEREA|AEREA|5533|630|2424|D16|34|2496|2057|31584
2023|2|3|3603100000|MECHAS DE SEGURIDAD|MEXICO|AEREA|AEREA|5932|220|2429|D16|34|13200|12600|86500
2023|2|2|3923109000|LAS DEMAS CAJAS, CAJONES, JAULAS Y ARTICULOS SIMILARES DE PLASTICO|ESTADOS UNIDOS|AEREA|AEREA|8931|220|2520|D29|34|46|46|75
2023|2|2|3923309990|LAS DEMAS BOMBONAS (DAMAJUANAS), BOTELLAS, FRASCOS Y ARTICULOS SIMILARES|PERU|AEREA|AEREA|8931|220|2520|D29|34|4718|4250|19145
2023|2|2|3923509000|LOS DEMAS TAPONES, TAPAS, CAPSULAS Y DEMAS DISPOSITIVOS DE CIERRE DE PLASTICO|PERU|AEREA|AEREA|8931|220|2520|D29|34|2023|1887|12080
2023|2|2|4202210090|LOS DEMAS BOLSOS DE MANO (CARTERAS), INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|ESTADOS UNIDOS|AEREA|AEREA|8311|620|1912|D10|15|51|48|6935
2023|2|2|4202210090|LOS DEMAS BOLSOS DE MANO (CARTERAS), INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8311|620|1912|D10|15|1512|1319|25870
2023|2|2|4202310090|LOS DEMAS ARTICULOS DE BOLSILLO O DE BOLSO DE MANO (CARTERA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|34|29|21|858
2023|2|2|4202320000|ARTICULOS DE BOLSILLO O DE BOLSOS DE MANO CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL|ESTADOS UNIDOS|AEREA|AEREA|8319|620|1912|D10|15|34|32|3624
2023|2|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|15|540|447|5786
2023|2|2|4420190000|LAS DEMAS ESTATUILLAS Y DEMAS OBJETOS DE ADORNO, DE MADERA|ESTADOS UNIDOS|AEREA|AEREA|6354|620|2029|D29|34|51|51|580
2023|2|2|4819100000|CAJAS DE PAPEL O CARTON CORRUGADO|ESTADOS UNIDOS|AEREA|AEREA|6421|220|2102|D14|34|25|25|55
2023|2|2|4819200000|CAJAS Y CARTONAJES,PLEGABLES,DE PAPEL O CARTON SIN CORRUGAR|PERU|AEREA|AEREA|6421|220|2102|D14|34|2|1|93
2023|2|2|4901109000|LOS DEMAS  LIBROS, FOLLETOS  E IMPRESOS SIMILARES EN HOJAS SUELTAS, INCLUSO PLEGADAS|PARAGUAY|AEREA|AEREA|8921|630|2211|D29|34|9|9|59
2023|2|6|5102199000|LOS DEMAS PELO FINO  SIN CARDAR NI PEINAR.|ITALIA|AEREA|AEREA|2683|210|0122|A11|34|3452|3315|1243223
2023|2|2|5105391000|LOS DEMAS PELO FINO CARDADO O PEINADO: DE ALPACA O DE LLAMA|ITALIA|AEREA|AEREA|2687|220|1711|D9|34|76|68|1240
2023|2|2|5109900000|LOS DEMAS HILADOS DE LANA O DE PELO FINO,ACONDICIONADOS PARA LA VENTA AL POR MENOR|DINAMARCA|AEREA|AEREA|6511|630|1711|D9|34|420|361|13339
2023|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ALEMANIA|AEREA|AEREA|8441|620|1810|D11|34|353|324|9512
2023|2|2|6104510000|FALDAS Y FALDAS PANTALON,DE LANA O DE PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS|ALEMANIA|AEREA|AEREA|8442|620|1810|D11|34|10|10|368
2023|2|2|6110112000|CHALECOS DE LANA|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|10|9|460
2023|2|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|246|227|8218
2023|2|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|AUSTRIA|AEREA|AEREA|8453|620|1730|D9|34|10|10|235
2023|2|2|6110192090|LOS DEMAS CHALECOS, DE PUNTO, DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|30|27|3294
2023|2|2|6110193090|LOS DEMAS CARDIGAN, DE PUNTO, DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|18|17|1559
2023|2|2|6110193090|LOS DEMAS CARDIGAN, DE PUNTO, DE PELO FINO|CANADA|AEREA|AEREA|8453|620|1730|D9|34|35|32|3132
2023|2|2|6114300000|LAS DEMAS PRENDAS DE VESTIR,DE FIBRAS SINTETICAS O ARTIFICIALES,DE PUNTO|ECUADOR|AEREA|AEREA|8459|620|1810|D11|34|129|126|430
2023|2|2|6115940000|LAS DEMAS CALZAS, PANTY -MEDIAS, LEOTARDOS, MEDIAS, CALCETINES Y DEMAS ARTICULOS DE CALCETERIA DE LANA O PELO FINO|ALEMANIA|AEREA|AEREA|8462|630|1730|D9|34|15|14|202
2023|2|2|6115940000|LAS DEMAS CALZAS, PANTY -MEDIAS, LEOTARDOS, MEDIAS, CALCETINES Y DEMAS ARTICULOS DE CALCETERIA DE LANA O PELO FINO|AUSTRIA|AEREA|AEREA|8462|630|1730|D9|34|8|8|101
2023|2|2|6116910090|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|ALEMANIA|AEREA|AEREA|8469|630|1810|D11|34|53|46|840
2023|2|2|6116910090|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|AUSTRIA|AEREA|AEREA|8469|630|1810|D11|34|6|6|37
2023|2|2|6117100010|CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS Y ARTICULOS SIMILARES, DE ALPACA, DE PUNTO|ALEMANIA|AEREA|AEREA|8469|620|1810|D11|34|17|16|390
2023|2|2|6117100010|CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS Y ARTICULOS SIMILARES, DE ALPACA, DE PUNTO|AUSTRIA|AEREA|AEREA|8469|620|1810|D11|34|5|5|87
2023|2|2|6117809090|LOS DEMAS COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO|AUSTRIA|AEREA|AEREA|8469|620|1810|D11|34|2|2|13
2023|2|2|6204530000|FALDAS Y FALDAS PANTALON DE FIBRAS SINTETICAS|ECUADOR|AEREA|AEREA|8425|620|1810|D11|34|42|42|268
2023|2|2|6301201000|MANTAS,DE LANA (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|138|136|1466
2023|2|2|6301209000|LAS DEMAS MANTAS DE LANA O PELO FINO (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|209|194|14553
2023|2|2|6302109000|LAS DEMAS ROPAS DE CAMA,DE PUNTO|DINAMARCA|AEREA|AEREA|6584|620|1721|D9|34|264|244|26796
2023|2|2|6501000000|CASCOS SIN FORMA NI ACABADO,PLATOS (DISCOS) Y CILINDROS AUNQUE ESTEN CORTADOS EN EL SENTIDO DE LA ALTURA,DE FIELTRO,PARA SOMBREROS|CHILE|AEREA|AEREA|6576|220|1810|D11|34|144|144|1848
2023|2|2|6505002000|SOMBREROS Y DEMAS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.|CHILE|AEREA|AEREA|8484|620|1810|D11|34|468|463|5280
2023|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ALEMANIA|AEREA|AEREA|8484|620|1810|D11|34|57|52|1415
2023|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|AUSTRIA|AEREA|AEREA|8484|620|1810|D11|34|5|5|37
2023|2|2|6813810000|GUARNICIONES PARA FRENOS QUE NO CONTENGAN AMIANTO (ASBESTO)|ESTADOS UNIDOS|AEREA|AEREA|6638|220|2699|D29|34|3497|3458|38575
2023|2|2|6912000000|VAJILLAS Y DEMAS ARTICULOS DE USO DOMESTICO,HIGIENE O TOCADOR,DE CERAMICA,EXCEPTO PORCELANA|ESTADOS UNIDOS|AEREA|AEREA|6661|620|2691|D29|34|51|48|2315
2023|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|211|201|11572358
2023|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|12|5|279140
2023|2|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|HONG KONG|AEREA|AEREA|9710|220|2720|D22|7|108|102|5760814
2023|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|2732|2613|147661162
2023|2|3|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|379|357|19912934
2023|2|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|1|1|28380
2023|2|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|162|152|8760722
2023|2|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|248|240|13720998
2023|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|103|100|5595800
2023|2|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|103|100|5593411
2023|2|2|7112990000|LOS DEMAS DESPERDICIOS Y DESECHOS, DE METAL PRECIOSO O DE CHAPADO DE METAL PRECIOSO|ESTADOS UNIDOS|AEREA|AEREA|2892|210|2720|D24|30|24|22|945998
2023|2|2|7113110000|ARTICULOS DE JOYERIA DE PLATA,INCLUSO REVESTIDA O CHAPADA DE OTRO METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D33|34|0|0|48
2023|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D27|20|18|11|337877
2023|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|2|1|26779
2023|2|2|7612909000|LOS DEMAS DEPOSITOS,BARRILES Y RECIP.SIMIL.DE ALUMINIO PARA CUALQUIER MATERIA (EXCEPTO GAS COMPRIMIDO O LICUADO),DE CAP.INF.O IGUAL A 300 L,SIN DISPOSITIVOS MECANICOS NI TERMICOS|PARAGUAY|AEREA|AEREA|6924|410|2899|D24|34|481|384|16304
2023|2|2|7806001000|ENVASES BLINDADOS PARA MATERIAS RADIACTIVAS,DE PLOMO|ESTADOS UNIDOS|AEREA|AEREA|6997|220|2899|D24|34|33|33|100
2023|2|2|8311900000|LOS DEMAS,TUBOS,PLACAS,ELECTRODOS Y ART.SIMIL.D/METAL COMUN O CARBURO METALICO,RECUBIERTOS O RELLENOS DE DECAPANTES O DE FUNDENTES PARA SOLDADURA O DEPOSITO DE METAL O CARBURO METALICO,INCL.SUS PARTES|ARGENTINA|AEREA|AEREA|6995|220|2899|D24|34|746|700|18154
2023|2|2|9503009300|LOS DEMAS JUGUETES QUE REPRESENTEN ANIMALES O SERES HUMANOS|FRANCIA|AEREA|AEREA|8942|620|3694|D29|34|62|52|8315
2023|2|3|9505900000|LOS DEMAS ARTICULOS PARA FIESTAS,CARNAVAL U OTRAS DIVERSIONES,INCLUIDOS LOS DE MAGIA Y ARTICULOS SORPRESA|ESPAÑA|AEREA|AEREA|8944|630|3699|D29|34|13|13|50
2023|3|3|0712909010|LAS DEMAS HORTALIZAS MEZCLAS DE HORTALIZAS CHUÐO Y TUNTA|ESTADOS UNIDOS|AEREA|AEREA|0561|122|1513|D6|34|1090|1040|4938
2023|3|3|0813400000|LAS DEMAS FRUTAS U OTROS FRUTOS SECOS,EXCEPTO LOS DE LAS PARTIDAS Nos 08.01 A 08.06|ESTADOS UNIDOS|AEREA|AEREA|0579|112|0113|A12|34|225|213|1515
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|AUSTRALIA|AEREA|AEREA|0711|111|0113|A2|10|218|200|12125
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|CANADA|AEREA|AEREA|0711|111|0113|A2|10|366|335|19577
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|COREA (SUR). REPUBLICA DE|AEREA|AEREA|0711|111|0113|A2|10|103|103|9038
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|CHINA|AEREA|AEREA|0711|111|0113|A2|10|2525|2328|124382
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|TAIWAN|AEREA|AEREA|0711|111|0113|A2|10|1857|1788|62126
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|JAPON|AEREA|AEREA|0711|111|0113|A2|10|84|80|9893
2023|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|SUIZA|AEREA|AEREA|0711|111|0113|A2|10|362|350|6259
2023|3|3|1005909000|LOS DEMAS MAICES|ESTADOS UNIDOS|AEREA|AEREA|0449|210|0111|A16|34|207|196|1007
2023|3|4|1008509000|LAS DEMAS QUINUAS (QUINOA) (CHENOPODIUM QUINOA)|CHINA|AEREA|AEREA|0459|111|0111|A6|34|1066|1026|4328
2023|3|4|1008509000|LAS DEMAS QUINUAS (QUINOA) (CHENOPODIUM QUINOA)|MEXICO|AEREA|AEREA|0459|111|0111|A6|34|1069|1021|2816
2023|3|2|1104190000|GRANOS APLASTADOS O EN COPOS: DE LOS DEMAS CEREALES|MEXICO|AEREA|AEREA|0481|122|1531|D6|34|318|300|930
2023|3|3|1204009000|LA DEMA SEMILLA DE LINO,INCLUSO QUEBRANTADA|ESTADOS UNIDOS|AEREA|AEREA|2234|210|0111|A11|34|153|143|745
2023|3|2|1212991000|CAÑA DE AZUCAR|BRASIL.|AEREA|AEREA|0548|111|1513|A11|34|1839|1751|53738
2023|3|2|1801001900|EL DEMAS CACAO EN GRANO ENTERO CRUDO|JAPON|AEREA|AEREA|0721|111|0113|A3|11|263|253|1052
2023|3|2|1805000000|CACAO EN POLVO SIN ADICION DE AZUCAR U OTRO EDULCORANTE|JAPON|AEREA|AEREA|0722|121|1543|D1|11|55|50|225
2023|3|3|1904100000|PRODUCTOS A BASE DE CEREALES OBTENIDOS POR INFLADO O TOSTADO|ESTADOS UNIDOS|AEREA|AEREA|0481|122|1531|D6|34|618|582|4201
2023|3|3|2106907100|LAS DEMAS PREPARACIONES ALIMENTICIAS  QUE CONTENGAN EXCLUSIVAMENTE MEZCLAS O EXTRACTO DE PLANTAS, PARTES DE PLANTA, SEMILLAS O FRUTOS|ITALIA|AEREA|AEREA|0989|122|1549|D6|34|602|352|9574
