GESTION|MES|Departamento|NANDINA|des_nandina|des_Pais|des_Medio_Sal|des_Via_Sal|CUCIR3|GCE|CIIU3|CODACT|TNT|Peso_Bruto_Kg|Peso_Neto_Kg|Valor_FOB_Sus
2022|1|2|4112000000|CUEROS PREPARADOS DESPUES DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14.|CHILE|AEREA|AEREA|6115|220|1911|D10|15|322|311|22868
2022|1|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|FRANCIA|AEREA|AEREA|8319|620|1912|D10|15|18|14|786
2022|1|2|4420900000|LAS DEMAS MARQUETERIA Y TARACEA,COFRECILLOS PARA JOYERIA U ORFEBRERIA Y MANUFACTURA SIMILARES DE MADERA;ARTICULOS DE MOBILIARIO DE MADERA,NO COMPRENDIDO EN EL CAPITULO 94|CHILE|AEREA|AEREA|6354|620|2029|D13|16|51|50|209
2022|1|2|5109900000|LOS DEMAS HILADOS DE LANA O DE PELO FINO,ACONDICIONADOS PARA LA VENTA AL POR MENOR|SUECIA|AEREA|AEREA|6511|630|1711|D9|34|339|289|10212
2022|1|2|5806321000|LAS DEMAS CINTAS DE FIBRAS SINTETICAS O ARTIFICIALES DE ANCHO INFERIOR O IGUAL A 4.1 CM|ECUADOR|AEREA|AEREA|6561|220|1729|D9|34|600|600|2800
2022|1|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ALEMANIA|AEREA|AEREA|8441|620|1810|D11|34|8|8|452
2022|1|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|FRANCIA|AEREA|AEREA|8441|620|1810|D11|34|12|11|266
2022|1|2|6103310090|LAS DEMAS CHAQUETAS (SACOS) DE PUNTO, PARA HOMBRES O NIÑOS, DE LANA O PELO FINO|FRANCIA|AEREA|AEREA|8432|620|1810|D11|34|6|6|55
2022|1|2|6104510000|FALDAS Y FALDAS PANTALON,DE LANA O DE PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS|ALEMANIA|AEREA|AEREA|8442|620|1810|D11|34|4|4|271
2022|1|2|6110112000|CHALECOS DE LANA|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|7|7|580
2022|1|2|6110191000|LOS DEMAS SUETERES (JERSEYS) DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|11|10|1084
2022|1|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|FRANCIA|AEREA|AEREA|8453|620|1730|D9|34|182|172|9962
2022|1|2|6110193000|LOS DEMAS CARDIGANES DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|7|7|534
2022|1|2|6110193090|LOS DEMAS CARDIGAN, DE PUNTO, DE PELO FINO|FRANCIA|AEREA|AEREA|8453|620|1730|D9|34|4|4|204
2022|1|2|6115210000|LAS DEMAS CALZAS, PANTY- MEDIAS Y LEOTARDOS DE FIBRAS SINTETICAS DE TITULO INFERIOR A 67 DECITEX POR HILO SENCILLO|ESTADOS UNIDOS|AEREA|AEREA|8462|630|1730|D9|34|949|854|33030
2022|1|2|6115940000|LAS DEMAS CALZAS, PANTY -MEDIAS, LEOTARDOS, MEDIAS, CALCETINES Y DEMAS ARTICULOS DE CALCETERIA DE LANA O PELO FINO|FRANCIA|AEREA|AEREA|8462|630|1730|D9|34|12|12|57
2022|1|2|6116910000|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|ALEMANIA|AEREA|AEREA|8469|630|1810|D11|34|11|10|240
2022|1|2|6117100000|CHALES,PAÑUELOS DE CUELLO,BUFANDAS,MANTILLAS,VELOS Y ARTICULOS SIMILARES DE PUNTO|ALEMANIA|AEREA|AEREA|8469|620|1810|D11|34|8|8|285
2022|1|2|6117100090|LOS DEMAS CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS Y ARTICULOS SIMILARES, DE PUNTO|FRANCIA|AEREA|AEREA|8469|620|1810|D11|34|1|1|15
2022|1|2|6117909000|LOS DEMAS PARTES DE PRENDAS O DE COMPLEMENTOS (ACCESORIOS) DE VESTIR,DE PUNTO|ALEMANIA|AEREA|AEREA|8469|620|1810|D11|34|7|7|60
2022|1|2|6117909000|LOS DEMAS PARTES DE PRENDAS O DE COMPLEMENTOS (ACCESORIOS) DE VESTIR,DE PUNTO|DINAMARCA|AEREA|AEREA|8469|620|1810|D11|34|21|19|210
2022|1|2|6301209000|LAS DEMAS MANTAS DE LANA O PELO FINO (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|503|471|30632
2022|1|2|6301209000|LAS DEMAS MANTAS DE LANA O PELO FINO (EXCEPTO LAS ELECTRICAS)|POLONIA|AEREA|AEREA|6583|620|1721|D9|34|68|61|9405
2022|1|2|6302109000|LAS DEMAS ROPAS DE CAMA,DE PUNTO|DINAMARCA|AEREA|AEREA|6584|620|1721|D9|34|344|324|33543
2022|1|2|6505002000|SOMBREROS Y DEMAS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.|CHILE|AEREA|AEREA|8484|620|1810|D11|34|513|508|7008
2022|1|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ALEMANIA|AEREA|AEREA|8484|620|1810|D11|34|4|4|133
2022|1|2|6912000000|VAJILLAS Y DEMAS ARTICULOS DE USO DOMESTICO,HIGIENE O TOCADOR,DE CERAMICA,EXCEPTO PORCELANA|ESTADOS UNIDOS|AEREA|AEREA|6661|620|2691|D29|34|23|21|1200
2022|1|5|7106911000|PLATA (INCLUIDA LA PLATA DORADA Y LA PLATINADA) EN BRUTO SIN ALEAR|BRASIL.|AEREA|AEREA|6811|220|2720|D23|8|1083|1020|742591
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|1345|1295|73497557
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|5|2|106570
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|3561|3354|178797789
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|359|339|18251758
2022|1|3|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|26|23|1089717
2022|1|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|3|3|138741
2022|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|1083|986|53805712
2022|1|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|114|104|5617473
2022|1|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|45|42|2303744
2022|1|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|2|2|87982
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ITALIA|AEREA|AEREA|9710|220|2720|D22|7|448|410|23666877
2022|1|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|109|100|5155886
2022|1|2|7112990000|LOS DEMAS DESPERDICIOS Y DESECHOS, DE METAL PRECIOSO O DE CHAPADO DE METAL PRECIOSO|ESTADOS UNIDOS|AEREA|AEREA|2892|210|2720|D24|30|24|22|919971
2022|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D27|20|60|46|1384050
2022|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|2|1|25948
2022|1|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ITALIA|AEREA|AEREA|8973|610|3691|D27|20|199|186|8121321
2022|1|2|9021900000|LOS DEMAS ARTICULOS Y APARATOS DE ORTOPEDIA,INCLUIDAS LAS FAJAS Y VENDAJES MEDICO QUIRURGICOS Y LAS MULETAS;TABLILLAS FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURA|ARGENTINA|AEREA|AEREA|8996|610|3311|D29|34|6|4|12600
2022|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|TAIWAN|AEREA|AEREA|0711|111|0113|A2|10|1068|1039|29944
2022|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|ITALIA|AEREA|AEREA|0711|111|0113|A2|10|800|720|12566
2022|2|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|JAPON|AEREA|AEREA|0711|111|0113|A2|10|6773|6560|68390
2022|2|5|1008509000|LAS DEMAS QUINUAS (QUINOA) (CHENOPODIUM QUINOA)|ESTADOS UNIDOS|AEREA|AEREA|0459|111|0111|A6|34|1117|1000|1595
2022|2|3|1209290000|LAS DEMAS SEMILLAS FORRAJERAS,EXCEPTO LAS DE REMOLACHA,PARA SIEMBRA|COLOMBIA|AEREA|AEREA|2925|210|0111|A11|34|505|500|11500
2022|2|2|1212991000|CAÑA DE AZUCAR|BRASIL.|AEREA|AEREA|0548|111|1513|A11|34|662|630|20790
2022|2|2|1806320000|LOS DEMAS CHOCOLATES Y PREPARACIONES ALIMENTICIAS QUE CONTENGAN CACAO SIN RELLENAR EN BLOQUES,EN TABLETAS,O EN BARRAS|JAPON|AEREA|AEREA|0733|122|1543|D1|11|148|118|2982
2022|2|2|2941102000|AMOXICILINA (DCI) Y SUS SALES|VENEZUELA|AEREA|AEREA|5413|220|2423|D16|34|79|70|4410
2022|2|2|2941909000|LOS DEMAS ANTIBIOTICOS|VENEZUELA|AEREA|AEREA|5413|220|2423|D16|34|111|101|6880
2022|2|2|3004902900|LOS DEMAS MEDICAMENTOS PARA USO HUMANO|VENEZUELA|AEREA|AEREA|5429|630|2423|D29|34|257|236|15513
2022|2|3|3603100000|MECHAS DE SEGURIDAD|ESTADOS UNIDOS|AEREA|AEREA|5932|220|2429|D16|34|2300|2200|31950
2022|2|2|4112000000|CUEROS PREPARADOS DESPUES DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14.|ARGENTINA|AEREA|AEREA|6115|220|1911|D10|15|282|272|16600
2022|2|2|4112000000|CUEROS PREPARADOS DESPUES DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14.|ARGENTINA|AEREA|AEREA|6115|220|1911|D10|15|361|347|34844
2022|2|2|4112000000|CUEROS PREPARADOS DESPUES DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14.|CHILE|AEREA|AEREA|6115|220|1911|D10|15|244|235|16864
2022|2|3|4202210090|LOS DEMAS BOLSOS DE MANO (CARTERAS), INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|CHINA|AEREA|AEREA|8311|620|1912|D10|15|454|454|14886
2022|2|2|4202210090|LOS DEMAS BOLSOS DE MANO (CARTERAS), INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8311|620|1912|D10|15|1032|943|17758
2022|2|2|4202210090|LOS DEMAS BOLSOS DE MANO (CARTERAS), INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8311|620|1912|D10|15|1454|1328|22346
2022|2|3|4202310090|LOS DEMAS ARTICULOS DE BOLSILLO O DE BOLSO DE MANO (CARTERA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|CHINA|AEREA|AEREA|8319|620|1912|D10|34|117|117|2700
2022|2|2|4202310090|LOS DEMAS ARTICULOS DE BOLSILLO O DE BOLSO DE MANO (CARTERA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|34|24|20|540
2022|2|2|4202310090|LOS DEMAS ARTICULOS DE BOLSILLO O DE BOLSO DE MANO (CARTERA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL O CUERO REGENERADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|34|59|48|1140
2022|2|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|15|453|357|4456
2022|2|2|4202911000|LOS DEMAS SACOS DE VIAJE Y MOCHILAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO|REINO UNIDO|AEREA|AEREA|8319|620|1912|D10|15|267|178|2316
2022|2|2|5105391000|LOS DEMAS PELO FINO CARDADO O PEINADO: DE ALPACA O DE LLAMA|ITALIA|AEREA|AEREA|2687|220|1711|D9|34|680|654|11741
2022|2|2|5105392000|LOS DEMAS PELO FINO CARDADO O PEINADO:  DE VICUÑA|ITALIA|AEREA|AEREA|2687|220|1711|D9|34|73|60|70602
2022|2|2|5109100000|HILADOS DE LANA O PELO FINO,CON UN CONTENIDO DE LANA O DE PELO FINO SUPERIOR O IGUAL AL 85% EN PESO,ACONDICIONADA PARA LA VENTA AL POR MENOR|ALEMANIA|AEREA|AEREA|6511|630|1711|D9|34|845|713|28790
2022|2|2|5109100000|HILADOS DE LANA O PELO FINO,CON UN CONTENIDO DE LANA O DE PELO FINO SUPERIOR O IGUAL AL 85% EN PESO,ACONDICIONADA PARA LA VENTA AL POR MENOR|CANADA|AEREA|AEREA|6511|630|1711|D9|34|641|524|12314
2022|2|2|5109900000|LOS DEMAS HILADOS DE LANA O DE PELO FINO,ACONDICIONADOS PARA LA VENTA AL POR MENOR|SUECIA|AEREA|AEREA|6511|630|1711|D9|34|889|721|29187
2022|2|2|5808900000|LOS DEMAS,ARTICULOS DE PASAMANERIA Y ARTICULOS ORNAMENTALES ANALOGOS,EN PIEZA,SIN BORDAR;BELLOTAS,MADRO?OS,POMPONES,BORLAS Y ARTICULOS SIMILARES,EXCEPTO LOS DE PUNTO|DINAMARCA|AEREA|AEREA|6563|220|1729|D9|34|95|88|32760
2022|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|ALEMANIA|AEREA|AEREA|8441|620|1810|D11|34|7|7|116
2022|2|2|6102100000|ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LANA O PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04|CHILE|AEREA|AEREA|8441|620|1810|D11|34|77|75|510
2022|2|2|6104510000|FALDAS Y FALDAS PANTALON,DE LANA O DE PELO FINO,DE PUNTO,PARA MUJERES O NIÑAS|ALEMANIA|AEREA|AEREA|8442|620|1810|D11|34|11|11|1006
2022|2|2|6109909090|LAS DEMAS «T-SHIRTS» Y CAMISETAS, DE PUNTO, DE LAS DEMAS MATERIAS TEXTILES, DE PUNTO |DINAMARCA|AEREA|AEREA|8454|630|1730|D9|34|21|18|3993
2022|2|2|6110111000|SUETERES (JERSEYS) DE LANA|FRANCIA|AEREA|AEREA|8453|620|1730|D9|34|103|98|6688
2022|2|2|6110112000|CHALECOS DE LANA|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|10|10|920
2022|2|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|19|18|1242
2022|2|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|75|71|9164
2022|2|2|6110191090|LOS DEMAS SUETERES (JERSEYS), DE PUNTO, DE PELO FINO|ESTADOS UNIDOS|AEREA|AEREA|8453|620|1730|D9|34|60|56|4710
2022|2|2|6110192090|LOS DEMAS CHALECOS, DE PUNTO, DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|143|128|16280
2022|2|2|6110193090|LOS DEMAS CARDIGAN, DE PUNTO, DE PELO FINO|ALEMANIA|AEREA|AEREA|8453|620|1730|D9|34|22|21|2818
2022|2|2|6110199090|LOS DEMAS PULOVERES Y ARTICULOS SIMILARES, DE PUNTO DE PELO FINO|DINAMARCA|AEREA|AEREA|8453|620|1730|D9|34|50|44|8502
2022|2|2|6110203000|CARDIGANES DE ALGODON|CANADA|AEREA|AEREA|8453|620|1730|D9|34|71|68|3808
2022|2|2|6114909000|LAS DEMAS PRENDAS DE VESTIR DE LAS DEMAS MATERIAS TEXTILES|ESPAÑA|AEREA|AEREA|8459|620|1810|D11|34|300|300|250
2022|2|2|6116910090|LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LANA O PELO FINO,DE PUNTO|ALEMANIA|AEREA|AEREA|8469|630|1810|D11|34|9|9|162
2022|2|2|6117100010|CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS Y ARTICULOS SIMILARES, DE ALPACA, DE PUNTO|ALEMANIA|AEREA|AEREA|8469|620|1810|D11|34|5|5|46
2022|2|2|6301201000|MANTAS,DE LANA (EXCEPTO LAS ELECTRICAS)|DINAMARCA|AEREA|AEREA|6583|620|1721|D9|34|280|275|995
2022|2|2|6301201000|MANTAS,DE LANA (EXCEPTO LAS ELECTRICAS)|ESTADOS UNIDOS|AEREA|AEREA|6583|620|1721|D9|34|428|423|1050
2022|2|2|6505002000|SOMBREROS Y DEMAS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.|CHILE|AEREA|AEREA|8484|620|1810|D11|34|447|442|6960
2022|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|ALEMANIA|AEREA|AEREA|8484|620|1810|D11|34|9|9|333
2022|2|2|6505009000|LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS)|DINAMARCA|AEREA|AEREA|8484|620|1810|D11|34|23|22|1771
2022|2|5|7106911000|PLATA (INCLUIDA LA PLATA DORADA Y LA PLATINADA) EN BRUTO SIN ALEAR|BRASIL.|AEREA|AEREA|6811|220|2720|D23|8|1593|1501|1131184
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|EMIRATOS ARABES UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|21|20|1139104
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ESTADOS UNIDOS|AEREA|AEREA|9710|220|2720|D22|7|10|5|246749
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|391|355|17555070
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|2233|2094|109360163
2022|2|4|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|63|58|3152458
2022|2|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|60|52|1963515
2022|2|5|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|15|14|767653
2022|2|7|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|57|52|2862512
2022|2|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|192|175|9663674
2022|2|8|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|1085|988|49266506
2022|2|9|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|INDIA|AEREA|AEREA|9710|220|2720|D22|7|33|31|1706673
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ITALIA|AEREA|AEREA|9710|220|2720|D22|7|135|122|7098577
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|ITALIA|AEREA|AEREA|9710|220|2720|D22|7|352|318|18653802
2022|2|2|7108120000|LAS DEMAS FORMAS EN BRUTO DE ORO|TURQUIA|AEREA|AEREA|9710|220|2720|D22|7|43|40|2046150
2022|2|2|7112990000|LOS DEMAS DESPERDICIOS Y DESECHOS, DE METAL PRECIOSO O DE CHAPADO DE METAL PRECIOSO|ESTADOS UNIDOS|AEREA|AEREA|2892|210|2720|D24|30|22|19|824639
2022|2|2|7113110000|ARTICULOS DE JOYERIA DE PLATA,INCLUSO REVESTIDA O CHAPADA DE OTRO METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D33|34|1|1|647
2022|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D27|20|61|45|1302406
2022|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|2|1|25901
2022|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ESTADOS UNIDOS|AEREA|AEREA|8973|610|3691|D28|21|2|1|26364
2022|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ITALIA|AEREA|AEREA|8973|610|3691|D27|20|103|95|4230028
2022|2|2|7113190000|ARTICULOS DE JOYERIA DE LOS DEMAS METALES PRECIOSOS,INCLUSO REVESTIDOS O CHAPADOS DE METAL PRECIOSO (PLAQUE)|ITALIA|AEREA|AEREA|8973|610|3691|D27|20|93|87|3786452
2022|2|2|9503009300|LOS DEMAS JUGUETES QUE REPRESENTEN ANIMALES O SERES HUMANOS|FRANCIA|AEREA|AEREA|8942|620|3694|D29|34|271|221|16761
2022|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|ARGENTINA|AEREA|AEREA|0711|111|0113|A2|10|1120|1110|15107
2022|3|2|0901119000|LOS DEMAS CAFES SIN TOSTAR SIN DESCAFEINAR|AUSTRALIA|AEREA|AEREA|0711|111|0113|A2|10|570|550|22427
